Latitude (decimal degrees):	52.546
Longitude (decimal degrees):	11.399
Elevation (m):	41
Radiation database:	PVGIS-SARAH2


Slope: 10 deg. 
Azimuth: 99 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200119:0511,0.0,0.0,0.0,3.15,2.34,0.0
20200119:0611,0.0,0.0,0.0,2.94,2.34,0.0
20200119:0711,0.0,0.0,0.0,2.94,2.41,0.0
20200119:0811,21040.0,37.56,5.87,2.98,2.41,0.0
20200119:0911,63180.0,92.88,11.52,3.38,2.9,0.0
20200119:1011,94030.0,126.09,15.36,4.17,3.38,0.0
20200119:1111,104020.0,136.18,17.05,4.65,3.24,0.0
20200119:1211,118000.0,153.71,16.42,5.29,2.9,0.0
20200119:1311,124830.0,166.07,13.54,5.51,2.41,0.0
20200119:1411,43990.0,67.92,8.67,5.59,2.21,0.0
20200119:1511,0.0,0.0,0.0,5.41,2.14,0.0
20200119:1611,0.0,0.0,0.0,5.02,1.72,0.0
20200119:1711,0.0,0.0,0.0,4.54,1.59,0.0
20200119:1811,0.0,0.0,0.0,4.16,1.72,0.0
20200119:1911,0.0,0.0,0.0,4.25,1.86,0.0
20200119:2011,0.0,0.0,0.0,3.78,2.0,0.0
20200119:2111,0.0,0.0,0.0,3.25,1.72,0.0
20200119:2211,0.0,0.0,0.0,2.79,1.72,0.0
20200119:2311,0.0,0.0,0.0,2.37,1.93,0.0
20200120:0011,0.0,0.0,0.0,1.76,1.79,0.0
20200120:0111,0.0,0.0,0.0,1.06,1.79,0.0
20200120:0211,0.0,0.0,0.0,0.54,1.79,0.0
20200120:0311,0.0,0.0,0.0,0.03,1.79,0.0
20200120:0411,0.0,0.0,0.0,-0.54,2.0,0.0
20200120:0511,0.0,0.0,0.0,-0.88,1.86,0.0
20200120:0611,0.0,0.0,0.0,-0.86,1.79,0.0
20200120:0711,0.0,0.0,0.0,-0.39,1.72,0.0
20200120:0811,18240.0,33.6,6.02,0.24,1.66,0.0
20200120:0911,58350.0,84.03,11.7,1.67,1.45,0.0
20200120:1011,77900.0,105.51,15.55,2.93,1.66,0.0
20200120:1111,101680.0,133.39,17.26,4.06,1.72,0.0
20200120:1211,78660.0,106.41,16.64,4.66,2.41,0.0
20200120:1311,146380.0,193.78,13.76,4.84,2.34,0.0
20200120:1411,94450.0,137.12,8.89,4.91,2.07,0.0
20200120:1511,0.0,0.0,0.0,4.68,2.07,0.0
20200120:1611,0.0,0.0,0.0,4.12,2.21,0.0
20200120:1711,0.0,0.0,0.0,3.83,2.28,0.0
20200120:1811,0.0,0.0,0.0,3.63,2.28,0.0
20200120:1911,0.0,0.0,0.0,3.23,2.41,0.0
20200120:2011,0.0,0.0,0.0,2.84,2.48,0.0
20200120:2111,0.0,0.0,0.0,2.36,2.48,0.0
20200120:2211,0.0,0.0,0.0,1.87,2.48,0.0
20200120:2311,0.0,0.0,0.0,1.66,2.55,0.0
20200121:0011,0.0,0.0,0.0,1.35,2.69,0.0
20200121:0111,0.0,0.0,0.0,1.09,2.83,0.0
20200121:0211,0.0,0.0,0.0,0.9,2.9,0.0
20200121:0311,0.0,0.0,0.0,0.83,2.97,0.0
20200121:0411,0.0,0.0,0.0,0.65,3.03,0.0
20200121:0511,0.0,0.0,0.0,0.52,3.03,0.0
20200121:0611,0.0,0.0,0.0,0.41,3.03,0.0
20200121:0711,0.0,0.0,0.0,-0.01,3.1,0.0
20200121:0811,18260.0,33.6,6.19,0.13,3.03,0.0
20200121:0911,42950.0,94.91,11.88,1.06,3.03,0.0
20200121:1011,120200.0,189.06,15.76,2.31,3.03,0.0
20200121:1111,182720.0,249.03,17.47,3.43,3.31,0.0
20200121:1211,203800.0,267.04,16.86,4.19,3.24,0.0
20200121:1311,182770.0,243.06,13.99,4.65,3.03,0.0
20200121:1411,121840.0,175.75,9.12,4.57,2.83,0.0
20200121:1511,150.0,5.96,2.64,3.82,2.76,0.0
20200121:1611,0.0,0.0,0.0,2.84,2.83,0.0
20200121:1711,0.0,0.0,0.0,2.28,3.1,0.0
20200121:1811,0.0,0.0,0.0,1.91,3.1,0.0
20200121:1911,0.0,0.0,0.0,1.71,2.97,0.0
20200121:2011,0.0,0.0,0.0,1.51,2.83,0.0
20200121:2111,0.0,0.0,0.0,1.41,2.97,0.0
20200121:2211,0.0,0.0,0.0,1.36,2.97,0.0
20200121:2311,0.0,0.0,0.0,1.21,3.1,0.0
20200122:0011,0.0,0.0,0.0,1.34,3.24,0.0
20200122:0111,0.0,0.0,0.0,1.25,3.38,0.0
20200122:0211,0.0,0.0,0.0,1.36,3.45,0.0
20200122:0311,0.0,0.0,0.0,1.36,3.59,0.0
20200122:0411,0.0,0.0,0.0,1.42,3.59,0.0
20200122:0511,0.0,0.0,0.0,1.51,3.79,0.0
20200122:0611,0.0,0.0,0.0,1.69,3.86,0.0
20200122:0711,0.0,0.0,0.0,2.11,3.31,0.0
20200122:0811,13590.0,27.67,6.36,2.36,3.45,0.0
20200122:0911,36610.0,56.65,12.07,2.61,3.24,0.0
20200122:1011,35710.0,55.66,15.96,3.01,3.24,0.0
20200122:1111,20340.0,36.77,17.7,3.89,3.24,0.0
20200122:1211,24950.0,42.74,17.1,4.52,2.97,0.0
20200122:1311,80430.0,109.3,14.23,5.13,2.9,0.0
20200122:1411,39580.0,61.59,9.35,5.38,3.17,0.0
20200122:1511,140.0,5.96,2.87,5.48,2.69,0.0
20200122:1611,0.0,0.0,0.0,5.29,2.41,0.0
20200122:1711,0.0,0.0,0.0,5.05,2.14,0.0
20200122:1811,0.0,0.0,0.0,4.63,2.0,0.0
20200122:1911,0.0,0.0,0.0,4.42,1.86,0.0
20200122:2011,0.0,0.0,0.0,4.32,1.79,0.0
20200122:2111,0.0,0.0,0.0,4.32,1.79,0.0
20200122:2211,0.0,0.0,0.0,4.13,1.79,0.0
20200122:2311,0.0,0.0,0.0,4.0,1.79,0.0
20200123:0011,0.0,0.0,0.0,3.93,1.79,0.0
20200123:0111,0.0,0.0,0.0,3.84,1.79,0.0
20200123:0211,0.0,0.0,0.0,3.84,1.72,0.0
20200123:0311,0.0,0.0,0.0,3.71,1.66,0.0
20200123:0411,0.0,0.0,0.0,3.64,1.66,0.0
20200123:0511,0.0,0.0,0.0,3.53,1.59,0.0
20200123:0611,0.0,0.0,0.0,3.42,1.59,0.0
20200123:0711,0.0,0.0,0.0,3.05,1.59,0.0
20200123:0811,20260.0,36.57,6.53,3.0,1.52,0.0
20200123:0911,56130.0,81.1,12.26,3.59,1.52,0.0
20200123:1011,90460.0,120.98,16.18,4.3,1.66,0.0
20200123:1111,55520.0,79.51,17.93,4.5,1.45,0.0
20200123:1211,37040.0,57.64,17.34,4.47,1.45,0.0
20200123:1311,35420.0,55.66,14.47,4.4,1.59,0.0
20200123:1411,20290.0,36.77,9.59,4.27,1.72,0.0
20200123:1511,0.0,3.98,3.1,4.09,1.79,0.0
20200123:1611,0.0,0.0,0.0,3.78,1.31,0.0
20200123:1711,0.0,0.0,0.0,3.46,1.03,0.0
20200123:1811,0.0,0.0,0.0,3.01,0.9,0.0
20200123:1911,0.0,0.0,0.0,2.49,1.24,0.0
20200123:2011,0.0,0.0,0.0,1.92,1.31,0.0
20200123:2111,0.0,0.0,0.0,1.41,1.38,0.0
20200123:2211,0.0,0.0,0.0,1.14,1.38,0.0
20200123:2311,0.0,0.0,0.0,0.81,1.45,0.0
20200124:0011,0.0,0.0,0.0,0.43,1.45,0.0
20200124:0111,0.0,0.0,0.0,-0.02,1.38,0.0
20200124:0211,0.0,0.0,0.0,-1.07,1.31,0.0
20200124:0311,0.0,0.0,0.0,-1.49,1.31,0.0
20200124:0411,0.0,0.0,0.0,-1.59,1.38,0.0
20200124:0511,0.0,0.0,0.0,-1.8,1.45,0.0
20200124:0611,0.0,0.0,0.0,-1.96,1.52,0.0
20200124:0711,0.0,0.0,0.0,-2.16,1.86,0.0
20200124:0811,19170.0,34.59,6.71,-1.38,1.86,0.0
20200124:0911,52000.0,104.22,12.47,0.05,1.93,0.0
20200124:1011,70030.0,95.07,16.4,1.3,2.69,0.0
20200124:1111,46880.0,68.58,18.16,1.79,2.76,0.0
20200124:1211,29280.0,47.71,17.58,2.19,2.97,0.0
20200124:1311,25240.0,42.74,14.71,2.29,2.97,0.0
20200124:1411,8750.0,20.87,9.83,2.21,2.97,0.0
20200124:1511,0.0,3.98,3.34,1.75,2.34,0.0
20200124:1611,0.0,0.0,0.0,1.21,2.21,0.0
20200124:1711,0.0,0.0,0.0,0.89,2.21,0.0
20200124:1811,0.0,0.0,0.0,0.69,2.14,0.0
20200124:1911,0.0,0.0,0.0,-0.1,2.21,0.0
20200124:2011,0.0,0.0,0.0,-0.11,2.34,0.0
20200124:2111,0.0,0.0,0.0,-0.04,2.34,0.0
20200124:2211,0.0,0.0,0.0,-0.12,2.41,0.0
20200124:2311,0.0,0.0,0.0,-0.06,2.41,0.0
20200125:0011,0.0,0.0,0.0,-0.01,2.41,0.0
20200125:0111,0.0,0.0,0.0,-0.13,2.41,0.0
20200125:0211,0.0,0.0,0.0,-0.02,2.34,0.0
20200125:0311,0.0,0.0,0.0,-0.16,2.34,0.0
20200125:0411,0.0,0.0,0.0,-0.19,2.21,0.0
20200125:0511,0.0,0.0,0.0,-0.13,2.14,0.0
20200125:0611,0.0,0.0,0.0,-0.11,2.14,0.0
20200125:0711,0.0,0.0,0.0,-0.36,2.14,0.0
20200125:0811,22940.0,39.53,6.9,-0.05,2.0,0.0
20200125:0911,42030.0,62.61,12.67,0.46,2.0,0.0
20200125:1011,62600.0,86.47,16.62,1.05,2.07,0.0
20200125:1111,64140.0,88.45,18.4,1.7,1.93,0.0
20200125:1211,63910.0,88.45,17.83,2.38,1.72,0.0
20200125:1311,53390.0,76.53,14.96,2.86,1.52,0.0
20200125:1411,16610.0,31.8,10.08,2.93,1.31,0.0
20200125:1511,0.0,3.98,3.58,2.25,1.45,0.0
20200125:1611,0.0,0.0,0.0,1.39,1.59,0.0
20200125:1711,0.0,0.0,0.0,0.9,1.38,0.0
20200125:1811,0.0,0.0,0.0,0.45,1.45,0.0
20200125:1911,0.0,0.0,0.0,0.46,1.38,0.0
20200125:2011,0.0,0.0,0.0,0.23,1.45,0.0
20200125:2111,0.0,0.0,0.0,0.07,1.38,0.0
20200125:2211,0.0,0.0,0.0,-0.24,1.31,0.0
20200125:2311,0.0,0.0,0.0,-0.53,1.38,0.0
20200126:0011,0.0,0.0,0.0,-0.57,1.38,0.0
20200126:0111,0.0,0.0,0.0,-0.43,1.45,0.0
20200126:0211,0.0,0.0,0.0,-0.31,1.45,0.0
20200126:0311,0.0,0.0,0.0,-0.15,1.45,0.0
20200126:0411,0.0,0.0,0.0,-0.04,1.45,0.0
20200126:0511,0.0,0.0,0.0,0.09,1.38,0.0
20200126:0611,0.0,0.0,0.0,0.2,1.24,0.0
20200126:0711,0.0,0.0,0.0,0.02,1.38,0.0
20200126:0811,13010.0,26.69,7.1,0.04,1.24,0.0
20200126:0911,47060.0,68.95,12.89,1.16,1.1,0.0
20200126:1011,70540.0,96.07,16.86,1.99,1.31,0.0
20200126:1111,73310.0,99.39,18.65,2.92,1.52,0.0
20200126:1211,101560.0,132.34,18.08,3.55,1.45,0.0
20200126:1311,66190.0,91.88,15.22,3.92,1.45,0.0
20200126:1411,25000.0,42.74,10.33,3.9,1.45,0.0
20200126:1511,0.0,4.97,3.82,3.32,1.79,0.0
20200126:1611,0.0,0.0,0.0,2.29,2.0,0.0
20200126:1711,0.0,0.0,0.0,1.6,2.0,0.0
20200126:1811,0.0,0.0,0.0,1.2,1.93,0.0
20200126:1911,0.0,0.0,0.0,1.07,1.79,0.0
20200126:2011,0.0,0.0,0.0,0.94,1.93,0.0
20200126:2111,0.0,0.0,0.0,1.14,2.07,0.0
20200126:2211,0.0,0.0,0.0,1.25,2.14,0.0
20200126:2311,0.0,0.0,0.0,1.49,2.14,0.0
20200127:0011,0.0,0.0,0.0,1.25,2.21,0.0
20200127:0111,0.0,0.0,0.0,1.08,2.34,0.0
20200127:0211,0.0,0.0,0.0,1.07,2.41,0.0
20200127:0311,0.0,0.0,0.0,1.24,2.48,0.0
20200127:0411,0.0,0.0,0.0,1.53,2.62,0.0
20200127:0511,0.0,0.0,0.0,2.26,2.9,0.0
20200127:0611,0.0,0.0,0.0,2.88,2.97,0.0
20200127:0711,0.0,0.0,0.0,3.3,3.24,0.0
20200127:0811,4150.0,13.84,7.3,3.84,3.31,0.0
20200127:0911,35370.0,55.66,13.11,4.96,3.52,0.0
20200127:1011,101200.0,134.26,17.1,5.97,3.59,0.0
20200127:1111,61860.0,87.46,18.9,6.73,3.38,0.0
20200127:1211,84820.0,114.35,18.34,7.15,3.31,0.0
20200127:1311,92960.0,124.74,15.48,7.43,3.17,0.0
20200127:1411,44880.0,68.33,10.59,7.49,3.31,0.0
20200127:1511,1920.0,9.94,4.07,7.24,3.1,0.0
20200127:1611,0.0,0.0,0.0,6.84,3.03,0.0
20200127:1711,0.0,0.0,0.0,6.41,3.1,0.0
20200127:1811,0.0,0.0,0.0,6.08,3.1,0.0
20200127:1911,0.0,0.0,0.0,6.3,3.24,0.0
20200127:2011,0.0,0.0,0.0,6.16,3.24,0.0
20200127:2111,0.0,0.0,0.0,5.92,3.24,0.0
20200127:2211,0.0,0.0,0.0,5.78,3.17,0.0
20200127:2311,0.0,0.0,0.0,5.69,3.31,0.0
20200128:0011,0.0,0.0,0.0,5.57,3.52,0.0
20200128:0111,0.0,0.0,0.0,5.34,3.66,0.0
20200128:0211,0.0,0.0,0.0,5.06,3.72,0.0
20200128:0311,0.0,0.0,0.0,5.06,4.07,0.0
20200128:0411,0.0,0.0,0.0,5.26,4.48,0.0
20200128:0511,0.0,0.0,0.0,5.45,4.48,0.0
20200128:0611,0.0,0.0,0.0,5.64,4.21,0.0
20200128:0711,0.0,0.0,0.0,5.77,4.0,0.0
20200128:0811,31800.0,51.39,7.51,5.49,3.93,0.0
20200128:0911,78440.0,115.45,13.34,5.96,3.86,0.0
20200128:1011,112200.0,148.35,17.34,6.73,3.31,0.0
20200128:1111,80440.0,109.18,19.16,7.19,3.31,0.0
20200128:1211,48460.0,71.56,18.61,6.31,5.17,0.0
20200128:1311,25670.0,43.73,15.74,5.28,5.79,0.0
20200128:1411,52110.0,76.4,10.85,4.96,5.86,0.0
20200128:1511,1960.0,9.94,4.32,4.76,6.07,0.0
20200128:1611,0.0,0.0,0.0,4.13,6.0,0.0
20200128:1711,0.0,0.0,0.0,3.7,6.28,0.0
20200128:1811,0.0,0.0,0.0,3.49,6.83,0.0
20200128:1911,0.0,0.0,0.0,3.49,6.69,0.0
20200128:2011,0.0,0.0,0.0,3.16,6.62,0.0
20200128:2111,0.0,0.0,0.0,2.88,6.41,0.0
20200128:2211,0.0,0.0,0.0,2.83,6.21,0.0
20200128:2311,0.0,0.0,0.0,2.87,5.79,0.0
20200129:0011,0.0,0.0,0.0,2.76,5.31,0.0
20200129:0111,0.0,0.0,0.0,2.68,5.1,0.0
20200129:0211,0.0,0.0,0.0,2.73,4.9,0.0
20200129:0311,0.0,0.0,0.0,2.87,4.83,0.0
20200129:0411,0.0,0.0,0.0,2.99,4.83,0.0
20200129:0511,0.0,0.0,0.0,3.11,4.83,0.0
20200129:0611,0.0,0.0,0.0,3.36,4.9,0.0
20200129:0711,0.0,0.0,0.0,2.98,5.31,0.0
20200129:0811,32210.0,51.39,7.72,3.04,5.45,0.0
20200129:0911,75060.0,104.05,13.57,3.42,5.86,0.0
20200129:1011,71080.0,97.08,17.59,4.21,6.48,0.0
20200129:1111,26590.0,44.72,19.42,4.48,7.17,0.0
20200129:1211,41280.0,62.61,18.88,4.75,6.62,0.0
20200129:1311,69630.0,95.83,16.01,5.33,8.14,0.0
20200129:1411,16430.0,31.8,11.11,5.37,6.83,0.0
20200129:1511,540.0,6.96,4.57,4.96,5.79,0.0
20200129:1611,0.0,0.0,0.0,4.43,5.38,0.0
20200129:1711,0.0,0.0,0.0,4.16,5.59,0.0
20200129:1811,0.0,0.0,0.0,4.04,5.38,0.0
20200129:1911,0.0,0.0,0.0,3.69,5.03,0.0
20200129:2011,0.0,0.0,0.0,3.46,4.83,0.0
20200129:2111,0.0,0.0,0.0,3.15,4.76,0.0
20200129:2211,0.0,0.0,0.0,2.91,4.62,0.0
20200129:2311,0.0,0.0,0.0,2.64,4.41,0.0
20200130:0011,0.0,0.0,0.0,2.65,4.28,0.0
20200130:0111,0.0,0.0,0.0,2.79,4.28,0.0
20200130:0211,0.0,0.0,0.0,3.1,4.48,0.0
20200130:0311,0.0,0.0,0.0,3.51,4.83,0.0
20200130:0411,0.0,0.0,0.0,3.81,5.24,0.0
20200130:0511,0.0,0.0,0.0,3.95,5.72,0.0
20200130:0611,0.0,0.0,0.0,4.38,6.07,0.0
20200130:0711,0.0,0.0,0.0,5.09,5.93,0.0
20200130:0811,7850.0,19.77,7.94,5.45,5.86,0.0
20200130:0911,33630.0,53.67,13.81,5.83,5.79,0.0
20200130:1011,73860.0,101.05,17.85,6.18,5.79,0.0
20200130:1111,81810.0,110.18,19.69,6.44,5.66,0.0
20200130:1211,65390.0,91.44,19.15,6.77,5.45,0.0
20200130:1311,51660.0,75.53,16.29,7.01,5.17,0.0
20200130:1411,42950.0,65.66,11.38,7.33,4.62,0.0
20200130:1511,6540.0,17.89,4.83,7.34,3.93,0.0
20200130:1611,0.0,0.0,0.0,6.85,3.38,0.0
20200130:1711,0.0,0.0,0.0,6.49,3.38,0.0
20200130:1811,0.0,0.0,0.0,6.35,3.59,0.0
20200130:1911,0.0,0.0,0.0,6.07,4.21,0.0
20200130:2011,0.0,0.0,0.0,6.6,4.62,0.0
20200130:2111,0.0,0.0,0.0,7.52,4.97,0.0
20200130:2211,0.0,0.0,0.0,7.95,5.24,0.0
20200130:2311,0.0,0.0,0.0,8.59,5.72,0.0
20200131:0011,0.0,0.0,0.0,9.25,6.0,0.0
20200131:0111,0.0,0.0,0.0,9.9,6.21,0.0
20200131:0211,0.0,0.0,0.0,10.49,6.76,0.0
20200131:0311,0.0,0.0,0.0,10.58,7.38,0.0
20200131:0411,0.0,0.0,0.0,10.31,6.55,0.0
20200131:0511,0.0,0.0,0.0,9.94,5.93,0.0
20200131:0611,0.0,0.0,0.0,9.5,5.72,0.0
20200131:0711,0.0,0.0,0.0,9.68,5.52,0.0
20200131:0811,31980.0,52.38,8.17,9.43,5.31,0.0
20200131:0911,79250.0,126.3,14.05,9.28,5.1,0.0
20200131:1011,121190.0,160.81,18.11,9.53,5.17,0.0
20200131:1111,168800.0,217.49,19.97,9.69,5.24,0.0
20200131:1211,67850.0,95.41,19.43,9.69,5.03,0.0
20200131:1311,170850.0,220.61,16.56,9.61,5.1,0.0
20200131:1411,50310.0,75.14,11.65,9.23,4.48,0.0
20200131:1511,9080.0,21.87,5.09,9.03,4.14,0.0
20200131:1611,0.0,0.0,0.0,8.98,4.21,0.0
20200131:1711,0.0,0.0,0.0,8.91,4.34,0.0
20200131:1811,0.0,0.0,0.0,9.08,4.48,0.0
20200131:1911,0.0,0.0,0.0,10.38,5.1,0.0
20200131:2011,0.0,0.0,0.0,10.65,5.03,0.0
20200131:2111,0.0,0.0,0.0,10.76,4.62,0.0
20200131:2211,0.0,0.0,0.0,10.92,4.48,0.0
20200131:2311,0.0,0.0,0.0,11.02,4.48,0.0
20200201:0011,0.0,0.0,0.0,11.23,4.55,0.0
20200201:0111,0.0,0.0,0.0,11.25,4.76,0.0
20200201:0211,0.0,0.0,0.0,11.13,4.76,0.0
20200201:0311,0.0,0.0,0.0,10.99,4.62,0.0
20200201:0411,0.0,0.0,0.0,10.91,4.55,0.0
20200201:0511,0.0,0.0,0.0,10.85,4.69,0.0
20200201:0611,0.0,0.0,0.0,10.97,4.76,0.0
20200201:0711,0.0,0.0,0.0,11.29,4.76,0.0
20200201:0811,31480.0,52.21,8.4,11.33,4.69,0.0
20200201:0911,73270.0,104.7,14.3,11.11,4.62,0.0
20200201:1011,57410.0,83.48,18.38,10.58,4.48,0.0
20200201:1111,55720.0,81.5,20.25,10.58,4.14,0.0
20200201:1211,31200.0,51.68,19.72,10.68,4.0,0.0
20200201:1311,48200.0,72.55,16.85,10.7,3.93,0.0
20200201:1411,29600.0,49.69,11.92,10.84,4.21,0.0
20200201:1511,2370.0,10.93,5.35,10.8,4.55,0.0
20200201:1611,0.0,0.0,0.0,10.08,5.38,0.0
20200201:1711,0.0,0.0,0.0,9.58,5.03,0.0
20200201:1811,0.0,0.0,0.0,9.14,5.59,0.0
20200201:1911,0.0,0.0,0.0,9.23,6.0,0.0
20200201:2011,0.0,0.0,0.0,8.75,5.59,0.0
20200201:2111,0.0,0.0,0.0,8.27,5.38,0.0
20200201:2211,0.0,0.0,0.0,7.92,5.59,0.0
20200201:2311,0.0,0.0,0.0,7.64,5.79,0.0
20200202:0011,0.0,0.0,0.0,7.44,6.07,0.0
20200202:0111,0.0,0.0,0.0,7.35,6.21,0.0
20200202:0211,0.0,0.0,0.0,7.74,6.41,0.0
20200202:0311,0.0,0.0,0.0,7.75,6.41,0.0
20200202:0411,0.0,0.0,0.0,7.71,6.34,0.0
20200202:0511,0.0,0.0,0.0,7.66,6.0,0.0
20200202:0611,0.0,0.0,0.0,7.62,5.52,0.0
20200202:0711,0.0,0.0,0.0,7.94,5.52,0.0
20200202:0811,33110.0,53.62,8.64,7.77,5.03,0.0
20200202:0911,78420.0,109.55,14.56,7.64,4.97,0.0
20200202:1011,42340.0,64.6,18.65,7.45,4.62,0.0
20200202:1111,34920.0,55.66,20.53,7.62,4.21,0.0
20200202:1211,58320.0,83.48,20.01,7.25,3.79,0.0
20200202:1311,60190.0,85.47,17.13,6.61,3.45,0.0
20200202:1411,35960.0,56.65,12.2,6.2,2.9,0.0
20200202:1511,6600.0,17.89,5.62,5.82,2.28,0.0
20200202:1611,0.0,0.0,0.0,5.35,1.66,0.0
20200202:1711,0.0,0.0,0.0,5.13,1.66,0.0
20200202:1811,0.0,0.0,0.0,4.96,1.52,0.0
20200202:1911,0.0,0.0,0.0,5.36,1.59,0.0
20200202:2011,0.0,0.0,0.0,5.44,1.45,0.0
20200202:2111,0.0,0.0,0.0,5.52,1.66,0.0
20200202:2211,0.0,0.0,0.0,5.49,2.0,0.0
20200202:2311,0.0,0.0,0.0,5.46,2.21,0.0
20200203:0011,0.0,0.0,0.0,5.54,2.41,0.0
20200203:0111,0.0,0.0,0.0,5.96,2.9,0.0
20200203:0211,0.0,0.0,0.0,6.36,3.45,0.0
20200203:0311,0.0,0.0,0.0,7.08,4.0,0.0
20200203:0411,0.0,0.0,0.0,7.47,4.0,0.0
20200203:0511,0.0,0.0,0.0,7.84,4.48,0.0
20200203:0611,0.0,0.0,0.0,7.94,5.72,0.0
20200203:0711,0.0,0.0,0.0,7.13,4.14,0.0
20200203:0811,1910.0,9.94,8.88,7.41,4.28,0.0
20200203:0911,92250.0,133.95,14.82,7.86,4.48,0.0
20200203:1011,113490.0,149.23,18.93,8.5,4.28,0.0
20200203:1111,43620.0,66.59,20.82,9.11,3.93,0.0
20200203:1211,145680.0,186.29,20.3,9.54,4.28,0.0
20200203:1311,97540.0,129.82,17.42,9.03,6.21,0.0
20200203:1411,89180.0,122.71,12.48,9.14,5.38,0.0
20200203:1511,36590.0,62.36,5.89,8.77,5.03,0.0
20200203:1611,0.0,0.0,0.0,8.22,4.62,0.0
20200203:1711,0.0,0.0,0.0,8.03,4.48,0.0
20200203:1811,0.0,0.0,0.0,7.9,4.41,0.0
20200203:1911,0.0,0.0,0.0,7.46,4.14,0.0
20200203:2011,0.0,0.0,0.0,7.26,3.72,0.0
20200203:2111,0.0,0.0,0.0,7.02,3.17,0.0
20200203:2211,0.0,0.0,0.0,6.67,2.83,0.0
20200203:2311,0.0,0.0,0.0,6.24,2.41,0.0
20200204:0011,0.0,0.0,0.0,5.74,2.14,0.0
20200204:0111,0.0,0.0,0.0,5.38,2.28,0.0
20200204:0211,0.0,0.0,0.0,5.08,2.34,0.0
20200204:0311,0.0,0.0,0.0,4.77,2.41,0.0
20200204:0411,0.0,0.0,0.0,4.43,2.83,0.0
20200204:0511,0.0,0.0,0.0,3.79,3.59,0.0
20200204:0611,0.0,0.0,0.0,3.19,3.93,0.0
20200204:0711,0.0,0.0,0.0,3.01,4.21,0.0
20200204:0811,31420.0,53.76,9.13,2.97,4.34,0.0
20200204:0911,96390.0,142.48,15.09,3.75,4.41,0.0
20200204:1011,126770.0,162.22,19.21,4.46,4.48,0.0
20200204:1111,107220.0,138.59,21.12,5.34,4.69,0.0
20200204:1211,282850.0,353.88,20.6,5.71,4.76,0.0
20200204:1311,208130.0,259.29,17.72,5.54,5.1,0.0
20200204:1411,5980.0,16.9,12.76,5.56,5.24,0.0
20200204:1511,85120.0,131.1,6.16,4.92,5.24,0.0
20200204:1611,0.0,0.0,0.0,4.51,4.83,0.0
20200204:1711,0.0,0.0,0.0,4.32,4.62,0.0
20200204:1811,0.0,0.0,0.0,4.26,4.62,0.0
20200204:1911,0.0,0.0,0.0,4.33,5.31,0.0
20200204:2011,0.0,0.0,0.0,4.29,5.31,0.0
20200204:2111,0.0,0.0,0.0,4.21,5.38,0.0
20200204:2211,0.0,0.0,0.0,3.83,5.38,0.0
20200204:2311,0.0,0.0,0.0,3.4,5.38,0.0
20200205:0011,0.0,0.0,0.0,3.16,5.45,0.0
20200205:0111,0.0,0.0,0.0,2.87,5.38,0.0
20200205:0211,0.0,0.0,0.0,2.59,5.24,0.0
20200205:0311,0.0,0.0,0.0,2.56,5.1,0.0
20200205:0411,0.0,0.0,0.0,2.55,4.76,0.0
20200205:0511,0.0,0.0,0.0,2.36,4.28,0.0
20200205:0611,0.0,0.0,0.0,2.25,3.86,0.0
20200205:0711,0.0,0.0,0.0,1.95,3.1,0.0
20200205:0811,35840.0,59.59,9.38,1.82,2.48,0.0
20200205:0911,103660.0,142.88,15.36,2.2,2.83,0.0
20200205:1011,178830.0,236.81,19.5,2.82,2.9,0.0
20200205:1111,236250.0,296.02,21.42,3.64,2.76,0.0
20200205:1211,274250.0,338.79,20.9,3.88,2.83,0.0
20200205:1311,280980.0,351.49,18.01,4.32,2.9,0.0
20200205:1411,203170.0,264.11,13.05,4.39,2.83,0.0
20200205:1511,99170.0,149.67,6.43,4.07,2.69,0.0
20200205:1611,0.0,0.0,0.0,3.09,2.62,0.0
20200205:1711,0.0,0.0,0.0,2.25,2.9,0.0
20200205:1811,0.0,0.0,0.0,1.72,3.1,0.0
20200205:1911,0.0,0.0,0.0,1.63,3.17,0.0
20200205:2011,0.0,0.0,0.0,1.81,3.17,0.0
20200205:2111,0.0,0.0,0.0,2.06,3.31,0.0
20200205:2211,0.0,0.0,0.0,2.28,3.38,0.0
20200205:2311,0.0,0.0,0.0,2.39,3.38,0.0
20200206:0011,0.0,0.0,0.0,2.63,3.52,0.0
20200206:0111,0.0,0.0,0.0,2.52,3.66,0.0
20200206:0211,0.0,0.0,0.0,2.5,3.59,0.0
20200206:0311,0.0,0.0,0.0,2.37,3.59,0.0
20200206:0411,0.0,0.0,0.0,2.27,3.59,0.0
20200206:0511,0.0,0.0,0.0,2.38,3.72,0.0
20200206:0611,0.0,0.0,0.0,2.44,3.66,0.0
20200206:0711,0.0,0.0,0.0,3.17,3.79,0.0
20200206:0811,43580.0,66.8,9.64,3.53,3.59,0.0
20200206:0911,58610.0,82.96,15.64,3.96,3.31,0.0
20200206:1011,126770.0,161.67,19.79,4.34,3.66,0.0
20200206:1111,167020.0,207.31,21.72,4.57,3.72,0.0
20200206:1211,274350.0,338.74,21.21,5.14,3.93,0.0
20200206:1311,166390.0,207.99,18.31,5.46,3.86,0.0
